pixel,wavelength_angstrom,velocity_kms,flux
53,1581.1079996133603,139.73465053968863,0.999391753483938
54,1581.1219061155432,142.37115338008232,0.9992577733186105
55,1581.135812740041,145.00765622059353,0.9990755944368047
56,1581.1497194868518,147.6441590607292,0.9988365507038917
57,1581.1636263559783,150.28066190132623,0.9985284850888722
58,1581.1775333474232,152.91716474169192,0.9981411625995804
59,1581.191440461184,155.55366758196482,0.9976693414918817
60,1581.2053476972637,158.19017042241637,0.9971082884095398
61,1581.2192550556633,160.82667326258664,0.9964497682314956
62,1581.2331625363856,163.46317610304618,0.9956762974177505
63,1581.2470701394284,166.09967894343467,0.9947120448546127
64,1581.2609778647943,168.7361817837574,0.993258831413824
65,1581.2748857124861,171.3726846241194,0.9905587376735575
66,1581.2887936825014,174.00918746452592,0.9854648333382381
67,1581.3027017748432,176.64569030508187,0.9771679053274057
68,1581.3166099895125,179.282193145327,0.9658479341313
69,1581.330518326512,181.91869598566532,0.952311733245177
70,1581.3444267858392,184.55519882606862,0.9378287336930018
71,1581.3583353674974,187.1917016664755,0.9251182769274655
72,1581.372244071489,189.82820450675788,0.9179428621059069
73,1581.3861528978116,192.46470734698732,0.9183401908574267
74,1581.4000618464681,195.1012101875675,0.9250878820316687
75,1581.4139709174613,197.7377130280379,0.9352569241708305
76,1581.427880110789,200.37421586830357,0.9464788608822103
77,1581.4417894264536,203.01071870876825,0.9575804733639846
78,1581.4556988644565,205.6472215491042,0.9680878687229448
79,1581.4696084248005,208.2837243892164,0.9775829599624226
80,1581.4835181074832,210.92022722957478,0.9855142133660395
81,1581.4974279125072,213.55673007015073,0.9913735378034346
82,1581.5113378398753,216.19323291051666,0.9950399377109971
83,1581.5252478895857,218.82973575081004,0.9969280884482656
84,1581.5391580616404,221.4662385913013,0.9977303474517007
85,1581.553068356041,224.10274143156263,0.9980310374292571
86,1581.56697877279,226.7392442720971,0.9981512392983751
87,1581.5808893118854,229.37574711217778,0.9982176772004197
88,1581.5947999733296,232.01224995263976,0.9982700426019511
89,1581.6087107571257,234.64875279312182,0.9983189649212159
90,1581.622621663271,237.28525563346196,0.9983659532572379
91,1581.6365326917687,239.92175847393017,0.9984102415568006
92,1581.6504438426198,242.55826131436442,0.9984519158480634
93,1581.6643551158265,245.19476415463583,0.9984924564051788
94,1581.6782665113874,247.83126699501435,0.9985335053631036
95,1581.6921780293046,250.4677698353709,0.9985759241571741
96,1581.7060896695812,253.10427267560985,0.9986199798526556
97,1581.7200014322145,255.74077551623355,0.9986651377220547
98,1581.733913317208,258.3772783565147,0.9987090396418746
99,1581.7478253245617,261.0137811966898,0.998747276581563
100,1581.7617374542795,263.65028403699523,0.9987748308076181
101,1581.7756497063583,266.2867868776007,0.9987886685823715
102,1581.7895620808013,268.9232897181114,0.9987898753502888
103,1581.8034745776108,271.5597925583979,0.998783556845711
104,1581.8173871967851,274.19629539856345,0.9987766236644864
105,1581.8312999383265,276.83279823901046,0.9987751876884199
106,1581.8452128022366,279.4693010795761,0.9987829692262312
107,1581.8591257885173,282.1058039197989,0.9988009574608514
108,1581.8730388971671,284.74230676021375,0.9988278030854669
109,1581.8869521281886,287.3788096004587,0.9988605496436255
110,1581.900865481584,290.01531244100187,0.9988955900884543
111,1581.914778957352,292.6518152814151,0.9989295751692252
112,1581.9286925554943,295.28831812163486,0.9989600687760297
113,1581.9426062760128,297.92482096186393,0.9989858242236785
114,1581.9565201189098,300.5613238022713,0.9990065404225487
115,1581.9704340841831,303.1978266427939,0.9990227452337243
116,1581.9843481718358,305.8343294830028,0.999036290184574
117,1581.99826238187,308.47083232343266,0.9990504748163573
118,1582.0121767142841,311.10733516395345,0.9990689600056966
119,1582.0260911690802,313.743838004236,0.9990943334187061
120,1582.04000574626,316.3803408446818,0.9991275384364912
121,1582.053920445826,319.01684368496166,0.999167975873344
122,1582.0678352677755,321.6533465255101,0.9992135914759874
123,1582.081750212112,324.2898493656656,0.9992609506561605
124,1582.0956652788377,326.926352206228,0.99930537737699
125,1582.1095804679508,329.5628550465358,0.9993414341874135
126,1582.1234957794536,332.1993578867576,0.9993638998278758
127,1582.1374112133474,334.8358607270622,0.9993686582540304
128,1582.1513267696348,337.47236356768445,0.9993530641352338
129,1582.1652424483136,340.10886640792967,0.9993161594101446
130,1582.1791582493868,342.74536924829823,0.9992591590868171
131,1582.1930741728565,345.3818720886599,0.9991860815458475
132,1582.2069902187213,348.0183749289506,0.9991041050826821
133,1582.2209063869834,350.6548777693387,0.999023346458885
134,1582.234822677644,353.29138060976004,0.9989551457396395
135,1582.2487390907056,355.92788345015055,0.9989082342290053
136,1582.2626556261664,358.56438629057874,0.9988845883787807
137,1582.2765722840288,361.2008891310801,0.9988777452130115
138,1582.2904890642956,363.837391971225,0.9988748296211221
139,1582.3044059669649,366.4738948117461,0.998861161547276
140,1582.318322992039,369.11039765198126,0.9988250974831578
141,1582.332240139519,371.7469004924638,0.9987612796931745
142,1582.3461574094079,374.3834033327972,0.9986710872943042
143,1582.3600748017031,377.01990617311617,0.9985606603402762
144,1582.3739923164078,379.65640901345586,0.9984384611977379
145,1582.3879099535243,382.29291185375166,0.9983138590287816
146,1582.4018277130506,384.9294146942045,0.9981959248148453
147,1582.4157455949894,387.5659175345506,0.9980912405264709
148,1582.429663599342,390.20242037505705,0.9980015843892992
149,1582.4435817261106,392.8389232152941,0.9979233460491963
150,1582.4574999752933,395.47542605572806,0.9978495096331403
151,1582.4714183468927,398.1119288960285,0.9977735765999856
152,1582.4853368409117,400.7484317366618,0.997693567882982
153,1582.499255457348,403.384934576899,0.9976141050973093
154,1582.5131741962043,406.021437417306,0.99754575411041
155,1582.5270930574818,408.6579402577512,0.9975014274508649
156,1582.5410120411832,411.2944430981364,0.9974908722941841
157,1582.554931147306,413.93094593829727,0.9975165435024774
158,1582.5688503758531,416.5674487788653,0.9975735246123195
159,1582.5827697268273,419.2039516190121,0.997652407742528
160,1582.5966892002264,421.8404544593363,0.9977424154626466
161,1582.610608796053,424.47695729967296,0.9978341416039187
162,1582.6245285143082,427.1134601403884,0.9979225637178577
163,1582.6384483549948,429.74996298052116,0.9980093553473545
164,1582.6523683181106,432.3864658210015,0.998102287726145
165,1582.6662884036582,435.0229686611665,0.998210887351955
166,1582.6802086116404,437.6594715017473,0.9983404862209462
167,1582.694128942055,440.2959743421473,0.9984885084128468
168,1582.7080493949045,442.93247718236745,0.9986451343831912
169,1582.7219699701905,445.56898002290643,0.998797029128363
170,1582.735890667915,448.2054828630679,0.9989315458356318
171,1582.7498114880766,450.84198570348303,0.9990398048575321
172,1582.7637324306772,453.4784885438539,0.9991180226318868
173,1582.7776534957202,456.11499138418117,0.9991672849635966
174,1582.791574683203,458.7514942247972,0.9991925826079059
175,1582.8054959931285,461.3879970649394,0.999201685646953
176,1582.8194174254977,464.0244999054375,0.9992040016871717
177,1582.8333389803133,466.6610027456618,0.9992087508222405
178,1582.847260657573,469.29750558627626,0.9992224031441671
179,1582.8611824572797,471.9340084264184,0.9992470466600374
180,1582.8751043794362,474.5705112670509,0.9992807409588528
181,1582.8890264240401,477.2070141072118,0.9993193527549988
182,1582.9029485910942,479.8435169474984,0.9993585288365622
183,1582.9168708805994,482.48001978811,0.9993947464331674
184,1582.9307932925585,485.1165226284828,0.9994253159710482
185,1582.9447158269695,487.75302546861695,0.9994482053091751
186,1582.958638483835,490.38952830907635,0.9994624114659945
187,1582.9725612631578,493.02603114936346,0.9994676054611317
188,1582.9864841649355,495.6625339900421,0.9994640275265764
189,1583.0004071891708,498.2990368303824,0.9994527699671251
190,1583.014330335865,500.9355396705501,0.9994354076020093
191,1583.0282536050206,503.5720425108438,0.9994139265644343
192,1583.0421769966356,506.2085453513956,0.9993905365981564
193,1583.0561005107127,508.84504819180756,0.9993674475853465
194,1583.0700241472543,511.4815510319464,0.9993467245669884
195,1583.0839479062586,514.1180538724421,0.9993301959840186
196,1583.097871787728,516.7545567127637,0.9993190974559686
197,1583.111795791664,519.3910595531429,0.9993136759267127
198,1583.1257199180689,522.027562393579,0.9993132060555971
199,1583.1396441669406,524.6640652337734,0.9993164001325361
200,1583.153568538282,527.3005680744548,0.9993219173883544
201,1583.1674930320953,529.9370709148269,0.9993286884220915
202,1583.181417648379,532.5735737549551,0.9993356151134263
203,1583.1953423871353,535.2100765955355,0.9993410535907353
204,1583.2092672483657,537.8465794358044,0.9993428570112108
205,1583.2231922320725,540.4830822761921,0.9993391546861781
206,1583.2371173382537,543.1195851167313,0.9993289309455995
207,1583.251042566912,545.7560879569564,0.9993121492919862
208,1583.2649679180502,548.3925907973642,0.9992895103852095
209,1583.278893391666,551.0290936375558,0.9992622443406083
210,1583.292818987762,553.6655964779942,0.9992319302137959
211,1583.3067447063413,556.302099318314,0.9992002432074593
212,1583.3206705474013,558.9386021587792,0.9991690065287531
213,1583.3345965109447,561.5751049991896,0.999140598449127
214,1583.348522596973,564.2116078395113,0.9991182890729164
215,1583.3624488054884,566.848110679875,0.9991056389458579
216,1583.376375136489,569.4846135202803,0.9991051088578217
217,1583.3903015899778,572.1211163605929,0.9991167381999208
218,1583.404228165957,574.7576192010101,0.9991378093466091
219,1583.4181548644244,577.3941220413319,0.9991638223445691
220,1583.432081685383,580.0306248816233,0.9991901301446884
221,1583.4460086288339,582.6671277220153,0.9992131271414104
222,1583.4599356947797,585.3036305626389,0.9992305631562757
223,1583.473862883218,587.9401334029292,0.9992415279097063
224,1583.4877901941518,590.576636243249,0.9992465814661937
225,1583.5017176275837,593.213139083597,0.9992478510604594
226,1583.5156451835117,595.8496419239381,0.9992486457160958
227,1583.5295728619383,598.4861447642703,0.9992526328247068
228,1583.5435006628645,601.1226476046259,0.9992627683400495
229,1583.557428586293,603.759150445201,0.999280235995885
230,1583.5713566322222,606.3956532855632,0.9993038988573871
231,1583.585284800654,609.032156125976,0.9993309355521305
232,1583.5992130915915,611.6686589662382,0.9993581370404023
233,1583.6131415050327,614.3051618066796,0.9993827069879618
234,1583.6270700409798,616.941664647033,0.999402296277766
235,1583.6409986994342,619.5781674873622,0.9994151445340528
236,1583.6549274803988,622.2146703277982,0.9994208203230115
237,1583.668856383871,624.8511731681726,0.9994207040211265
238,1583.6827854098538,627.4876760085167,0.9994180190148181
239,1583.6967145583496,630.1241788489608,0.999417291761208
240,1583.7106438293565,632.760681689105,0.9994233173842937
241,1583.7245732228773,635.3971845295099,0.9994395354434138
242,1583.7385027389128,638.033687370008,0.999466351212523
243,1583.7524323774658,640.6701902101656,0.9995007159167095
244,1583.766362138534,643.3066930506435,0.9995374365725064
245,1583.7802920221204,645.9431958911406,0.9995708978767808
246,1583.7942220282278,648.5796987314224,0.9995967459887007
247,1583.8081521568533,651.216201571884,0.999612304302504
248,1583.8220824080004,653.8527044121583,0.9996169298018531
249,1583.8360127816698,656.4892072524744,0.9996107120389928
250,1583.849943277864,659.1257100927637,0.9995952048314352
251,1583.8638738965813,661.7622129334208,0.9995732064366731
252,1583.877804637824,664.39871577378,0.9995496112841198
253,1583.8917355015951,667.0352186141041,0.9995303947604628
254,1583.9056664878924,669.6717214545223,0.9995205859913847
255,1583.9195975967186,672.3082242947003,0.9995219189277946
256,1583.9335288280745,674.9447271350992,0.9995322428920331
257,1583.947460181963,677.5812299756163,0.9995469129992479
258,1583.961391658382,680.2177328158514,0.9995607176638726
259,1583.9753232573341,682.8542356563312,0.9995693583487972
260,1583.989254978822,685.490738496655,0.9995698603975078
261,1584.0031868228436,688.127241336952,0.999560398231434
262,1584.0171187894016,690.763744177219,0.9995398212044067
263,1584.031050878497,693.4002470176188,0.9995075289889767
264,1584.0449830901325,696.0367498580812,0.9994646504890353
265,1584.058915424306,698.6732526984706,0.9994143716654871
266,1584.0728478810202,701.3097555389824,0.9993620614785665
267,1584.0867804602776,703.9462583791494,0.9993138972682705
268,1584.1007131620763,706.5827612196966,0.9992749581854691
269,1584.114645986419,709.2192640599914,0.9992469364795207
270,1584.1285789333067,711.8557669003612,0.9992268347068765
271,1584.1425120027418,714.4922697406369,0.9992080483871604
272,1584.1564451947227,717.1287725810799,0.9991831447392815
273,1584.1703785092518,719.7652754215868,0.9991460783889675
274,1584.1843119463317,722.4017782616575,0.9990930611844029
275,1584.1982455059604,725.0382811022151,0.9990225517733543
276,1584.2121791881407,727.6747839425605,0.9989348102869223
277,1584.2261129928734,730.3112867831203,0.9988320065149103
278,1584.2400469201611,732.9477896232612,0.998718607705154
279,1584.2539809700022,735.5842924636416,0.9986008370411349
280,1584.2679151423988,738.2207953040923,0.9984846806609206
281,1584.2818494373541,740.8572981443106,0.9983733608613767
282,1584.2957838548655,743.4938009849552,0.9982653294625159
283,1584.309718394936,746.1303038252269,0.9981532700386662
284,1584.3236530575666,748.7668066655851,0.9980250832064899
285,1584.3375878427598,751.4033095060922,0.9978674540138305
286,1584.3515227505138,754.0398123461141,0.9976698431441281
287,1584.365457780831,756.6763151867397,0.9974264817123039
288,1584.3793929337144,759.3128180270372,0.9971375610437564
289,1584.3933282091614,761.9493208672673,0.9968110928849689
290,1584.407263607175,764.5858237077234,0.9964631891850109
291,1584.4211991277564,767.2223265481696,0.9961140803761525
292,1584.435134770908,769.858829388667,0.9957820594199737
293,1584.4490705366277,772.4953322289798,0.9954800498322884
294,1584.4630064249181,775.1318350693348,0.9952159708366964
295,1584.4769424357823,777.7683379097273,0.9949945354568257
296,1584.4908785692178,780.4048407501858,0.9948183811106756
297,1584.5048148252274,783.0413435903745,0.9946873333784316
298,1584.5187512038121,785.677846430653,0.9945947528863355
299,1584.532687704975,788.3143492710159,0.9945224910375303
300,1584.5466243287133,790.950852111525,0.9944397616606955
301,1584.56056107503,793.5873549518773,0.994309811910621
302,1584.5744979439278,796.223857792167,0.9941021005336426
303,1584.5884349354046,798.8603606325548,0.9938045383056173
304,1584.602372049463,801.4968634728701,0.9934311058820408
305,1584.616309286104,804.1333663133064,0.9930197391929358
306,1584.6302466453305,806.7698691538914,0.9926167713764952
307,1584.6441841271403,809.4063719941238,0.9922532781285085
308,1584.658121731536,812.0428748345279,0.9919284240177113
309,1584.6720594585204,814.679377675065,0.9916128674037333
310,1584.6859973080914,817.3158805151342,0.9912718056845118
311,1584.6999352802513,819.9523833555246,0.9908940043270835
312,1584.7138733750016,822.5888861959328,0.9905092884454444
313,1584.7278115923448,825.2253890362873,0.9901833476770224
314,1584.741749932279,827.8618918765492,0.9899910536118284
315,1584.7556883948064,830.4983947171767,0.9899813249938282
316,1584.76962697993,833.1348975575352,0.9901512514831057
317,1584.783565687648,835.7714003976853,0.9904422362678537
318,1584.7975045179624,838.4079032383164,0.9907595676296654
319,1584.8114434708748,841.0444060785621,0.9910051158386263
320,1584.8253825463876,843.6809089190127,0.991107727693578
321,1584.8393217444986,846.3174117592317,0.9910412530024227
322,1584.853261065211,848.9539145997435,0.9908297932572603
323,1584.8672005085268,851.5904174401443,0.990542268535044
324,1584.8811400744444,854.2269202803294,0.990274487082007
325,1584.8950797629661,856.8634231208221,0.9901200591932786
326,1584.9090195740932,859.4999259611862,0.9901429866379536
327,1584.9229595078284,862.1364288016474,0.9903675070228567
328,1584.9368995641696,864.7729316418025,0.9907875236548557
329,1584.9508397431193,867.4094344821417,0.9913835711398755
330,1584.96478004468,870.0459373225596,0.9921337982289905
331,1584.9787204688503,872.6824401629505,0.9930137398783084
332,1584.9926610156322,875.3189430032751,0.9939883876326987
333,1585.0066016850271,877.9554458436927,0.9950053660872196
334,1585.0205424770375,880.5919486841308,0.995997864449605
335,1585.0344833916613,883.2284515244173,0.9968986992907901
336,1585.0484244289014,885.8649543648105,0.99765767750679
337,1585.0623655887603,888.501457205238,0.9982522930916843
338,1585.0763068712358,891.1379600454612,0.9986875143662663
339,1585.0902482763306,893.7744628858711,0.9989868079754608
340,1585.104189804046,896.4109657263285,0.9991801478198727
341,1585.1181314543846,899.047468566595,0.9992960139881091
342,1585.132073227344,901.6839714069619,0.9993597718851521
343,1585.1460151229273,904.3204742474221,0.9993944603128657
344,1585.1599571411368,906.9569770880355,0.9994179830658816
345,1585.1738992819705,909.5934799281,0.9994404214986345
346,1585.1878415454314,912.2299827685687,0.9994651523102578
347,1585.2017839315217,914.8664856089048,0.9994916883710963
348,1585.2157264402395,917.5029884493,0.9995179019447817
349,1585.2296690715875,920.1394912897143,0.9995415094887022
350,1585.2436118255666,922.7759941301076,0.9995609708885687
351,1585.25755470218,925.412496970539,0.9995756084564575
352,1585.2714977014248,928.0489998107694,0.9995855412368823
353,1585.2854408233043,930.6855026511561,0.9995915581138922
354,1585.2993840678207,933.3220054916254,0.9995948202021264
355,1585.3133274349723,935.958508331806,0.9995964668360349
356,1585.3272709247617,938.5950111722531,0.9995974089126519
357,1585.3412145371897,941.2315140128602,0.9995982289483046
358,1585.3551582722594,943.8680168530575,0.99959907147064
359,1585.3691021299683,946.5045196935655,0.9995997135590309
360,1585.3830461103191,949.1410225338138,0.9995998774465226
361,1585.396990213315,951.7775253741593,0.9995994476015013
362,1585.410934438953,954.4140282143626,0.9995983109158053
363,1585.4248787872366,957.0505310550448,0.9995962202905568
364,1585.4388232581664,959.6870338954369,0.9995928850070503
365,1585.4527678517452,962.3235367357303,0.9995881862504108
366,1585.466712567971,964.9600395761157,0.9995822133819262
367,1585.4806574068464,967.5965424162542,0.9995752604776499
368,1585.4946023683738,970.233045256634,0.9995677835297765
369,1585.5085474525515,972.8695480971485,0.999560171622457
370,1585.5224926593821,975.5060509373592,0.9995524667716286
371,1585.5364379888665,978.142553777821,0.9995443442200458
372,1585.5503834410074,980.7790566184264,0.9995353605840205
373,1585.564329015803,983.4155594587374,0.9995251958011473
374,1585.5782747132555,986.0520622989775,0.9995135920174438
375,1585.592220533368,988.688565139337,0.9995001901210566
376,1585.606166476138,991.3250679796753,0.9994845083277055
377,1585.6201125415682,993.9615708200502,0.999466126391503
378,1585.6340587296602,996.59807366052,0.9994447770037885
379,1585.6480050404161,999.2345765007453,0.9994202826244878
380,1585.661951473834,1001.8710793411813,0.9993925263684904
381,1585.6758980299169,1004.5075821818184,0.9993613639090766
382,1585.689844708667,1007.1440850221204,0.9993264293499866
383,1585.703791510082,1009.7805878623099,0.9992872461651948
384,1585.7177384341653,1012.4170907027417,0.999243503825483
385,1585.7316854809173,1015.053593543176,0.99919507289113
386,1585.7456326503413,1017.690096383505,0.999141809394434
387,1585.7595799424348,1020.3265992237533,0.9990835238388409
388,1585.7735273572002,1022.9631020642754,0.9990201868053825
389,1585.7874748946408,1025.5996049045013,0.998952133626194
390,1585.8014225547543,1028.2361077448513,0.9988800901065258
391,1585.815370337543,1030.872610585218,0.9988050471291704
392,1585.8293182430084,1033.509113425856,0.9987281209393243
393,1585.843266271153,1036.1456162660631,0.9986506738504535
394,1585.8572144219747,1038.7821191065902,0.9985744280910068
395,1585.8711626954762,1041.4186219467676,0.9985013348895921
396,1585.88511109166,1044.0551247870817,0.9984336949618424
397,1585.8990596105243,1046.6916276274576,0.9983742617356084
398,1585.9130082520717,1049.3281304678196,0.9983256854998583
399,1585.926957016303,1051.9646333082583,0.998289796247749
400,1585.9409059032212,1054.6011361488304,0.9982673655713321
401,1585.9548549128242,1057.2376389889973,0.998258098070596
402,1585.9688040451142,1059.874141829345,0.99826078955946
403,1585.9827533000944,1062.5106446697323,0.9982736356117636
404,1585.9967026777626,1065.147147510083,0.99829395512996
405,1586.0106521781213,1067.7836503506194,0.9983172403748838
406,1586.0246018011715,1070.4201531908363,0.998337042899261
407,1586.0385515469163,1073.056656031418,0.9983466692009482
408,1586.0525014153532,1075.6931588715292,0.9983412880124738
409,1586.066451406485,1078.3296617119202,0.9983186606859104
410,1586.0804015203141,1080.9661645523167,0.9982787824289072
411,1586.094351756839,1083.602667392676,0.9982236098369636
412,1586.1083021160619,1086.2391702329226,0.998157026650452
413,1586.122252597984,1088.875673073575,0.9980843527251773
414,1586.1362032026082,1091.5121759136982,0.9980111818852357
415,1586.1501539299318,1094.1486787543072,0.9979421121375702
416,1586.164104779958,1096.7851815944666,0.9978796881728142
417,1586.1780557526895,1099.4216844351904,0.9978234881844295
418,1586.1920068481238,1102.0581872752466,0.9977700333073207
419,1586.2059580662637,1104.694690115682,0.9977144626096941
420,1586.2199094071107,1107.3311929559584,0.9976533030123447
421,1586.2338608706668,1109.967695796561,0.9975867020312524
422,1586.2478124569304,1112.6041986369178,0.9975192324282003
423,1586.261764165904,1115.2407014770517,0.997458956888703
424,1586.2757159975904,1117.8772043176793,0.9974149503650477
425,1586.2896679519872,1120.5137071578981,0.997394547599099
426,1586.3036200290971,1123.1502099983595,0.9974014935628289
427,1586.3175722289216,1125.7867128387875,0.9974347471355194
428,1586.331524551463,1128.423215678941,0.9974876369106263
429,1586.3454769967193,1131.059718519305,0.9975484601139968
430,1586.359429564693,1133.6962213597371,0.9976034846679032
431,1586.373382255387,1136.3327242001271,0.9976415422088747
432,1586.3873350687993,1138.969227040696,0.9976580180677821
433,1586.4012880049322,1141.605729881103,0.9976560149834547
434,1586.4152410637869,1144.242232721403,0.997644125561382
435,1586.4291942453665,1146.878735561652,0.9976323778690653
436,1586.443147549668,1149.5152384019375,0.9976287555579324
437,1586.457100976695,1152.1517412425462,0.9976375208295851
438,1586.4710545264497,1154.788244082741,0.9976584165039962
439,1586.4850081989302,1157.424746923006,0.997685865140074
440,1586.4989619941389,1160.0612497635618,0.9977093356196274
441,1586.5129159120772,1162.697752604034,0.9977161388688357
442,1586.5268699527473,1165.3342554442459,0.9976958110947108
443,1586.5408241161476,1167.9707582848146,0.9976436844560663
444,1586.5547784022806,1170.607261124903,0.9975618866939687
445,1586.568732811149,1173.243763965425,0.9974580215579429
446,1586.5826873427504,1175.8802668055762,0.9973426065348787
447,1586.5966419970878,1178.516769646006,0.9972257898266511
448,1586.6105967741623,1181.1532724865053,0.9971139241999984
449,1586.6245516739764,1183.7897753269967,0.9970076574778977
450,1586.6385066965279,1186.4262781673362,0.9969031288561061
451,1586.6524618418198,1189.0627810075132,0.9967951395306136
452,1586.6664171098546,1191.699283848011,0.9966793129291129
453,1586.68037250063,1194.3357866883887,0.9965521205421353
454,1586.694328014149,1196.9722895288662,0.9964094657321408
455,1586.7082836504126,1199.6087923690022,0.9962427131370056
456,1586.7222394094233,1202.2452952094131,0.9960291740715284
457,1586.7361952911792,1204.8817980498886,0.9957182984959918
458,1586.7501512956828,1207.5183008903512,0.9952242027358758
459,1586.7641074229368,1210.15480373069,0.9944398518369374
460,1586.7780636729394,1212.7913065708929,0.9932778675135758
461,1586.7920200456929,1215.4278094114104,0.9917179373375462
462,1586.8059765411983,1218.0643122517686,0.9898218239660135
463,1586.8199331594587,1220.7008150920217,0.9876932349949927
464,1586.8338899004718,1223.3373179324876,0.9854081919537584
465,1586.84784676424,1225.9738207729558,0.9829729648109158
466,1586.8618037507665,1228.6103236131512,0.9803430053149613
467,1586.8757608600488,1231.2468264536874,0.9774829844057003
468,1586.8897180920897,1233.8833292938605,0.974419559747421
469,1586.90367544689,1236.5198321344167,0.971253230944537
470,1586.9176329244528,1239.1563349746834,0.9681263037662979
471,1586.931590524776,1241.792837815177,0.9651990256627127
472,1586.945548247862,1244.4293406555219,0.962586200275884
473,1586.9595060937136,1247.0658434958045,0.9603956155444339
474,1586.9734640623285,1249.7023463363098,0.958724918554606
475,1586.9874221537095,1252.3388491766952,0.9576664474738292
476,1587.001380367858,1254.9753520167167,0.9572795945527734
477,1587.0153387047762,1257.6118548573527,0.9575516946674492
478,1587.0292971644622,1260.2483576977645,0.9583857421578075
479,1587.0432557469187,1262.8848605379076,0.9596392573208254
480,1587.0572144521482,1265.521363378263,0.9611964396915147
481,1587.071173280149,1268.1578662187203,0.9630214957014253
482,1587.0851322309231,1270.7943690592003,0.9651487371081011
483,1587.0990913044739,1273.4308718993595,0.967612356672969
484,1587.1130505007989,1276.067374739879,0.9703659893759669
485,1587.1270098199006,1278.7038775801843,0.9732495558139723
486,1587.1409692617806,1281.3403804206587,0.9760252276774898
487,1587.1549288264412,1283.976883261025,0.978456694884086
488,1587.1688885138803,1286.6133861013361,0.9803805151965166
489,1587.1828483241009,1289.2498889416784,0.9817291844621021
490,1587.1968082571052,1291.8863917820718,0.9825033107726837
491,1587.2107683128913,1294.5228946225684,0.9827279397166816
492,1587.224728491462,1297.1593974629247,0.9824355824696023
493,1587.2386887928183,1299.7959003030942,0.9816888334364136
494,1587.2526492169627,1302.4324031436574,0.9806159556300069
495,1587.2666097638935,1305.0689059838094,0.9794186615002005
496,1587.2805704336129,1307.7054088241637,0.9783311659164521
497,1587.2945312261238,1310.3419116648054,0.9775441427417
498,1587.308492141424,1312.9784145050946,0.9771324347100141
499,1587.3224531795165,1315.6149173455458,0.9770276050614417
500,1587.336414340402,1318.2514201857161,0.977054573905289
501,1587.3503756240832,1320.8879230260868,0.9770173885627647
